GOP,layer, Y-PSNR, bits
794,2,35.276,6687
794,3,36.420,10486
794,4,37.651,13415
794,5,38.702,16553
794,6,39.834,22063
794,7,40.890,26825
794,8,41.894,34762
795,1,34.551,11026
795,2,35.293,6799
795,3,36.425,10475
795,4,37.663,13356
795,5,38.782,16445
795,6,39.964,21511
795,7,41.027,26122
795,8,42.030,33017
796,1,34.488,10729
796,2,35.243,6710
796,3,36.352,10202
796,4,37.626,12903
796,5,38.789,15885
796,6,40.073,20929
796,7,41.214,24687
796,8,42.221,30527
797,1,34.457,11313
797,2,35.173,6683
797,3,36.299,9945
797,4,37.540,12549
797,5,38.647,15034
797,6,39.932,20169
797,7,41.173,24365
797,8,42.233,29867
798,1,36.563,10491
798,2,37.205,5052
798,3,38.156,7454
798,4,39.216,9679
798,5,40.228,12546
798,6,41.304,16659
798,7,42.423,20432
798,8,43.708,25489
799,1,37.523,7461
799,2,38.138,3905
799,3,39.096,6089
799,4,40.091,7800
799,5,41.034,9888
799,6,42.100,13717
799,7,43.173,16805
799,8,44.444,21724
800,1,34.347,14468
800,2,35.141,6960
800,3,36.120,10544
800,4,37.171,13742
800,5,38.129,17020
800,6,39.232,23388
800,7,40.349,29732
800,8,41.605,37894
801,1,32.363,15359
801,2,33.291,8151
801,3,34.360,11916
801,4,35.510,15785
801,5,36.526,19735
801,6,37.630,27451
801,7,38.747,35491
801,8,39.885,46783
802,1,32.297,14600
802,2,33.236,7813
802,3,34.311,11680
802,4,35.389,15195
802,5,36.421,19576
802,6,37.543,27004
802,7,38.666,35077
802,8,39.832,45469
803,1,32.143,14804
803,2,33.079,7918
803,3,34.103,11817
803,4,35.188,15694
803,5,36.188,20472
803,6,37.273,28357
803,7,38.406,37896
803,8,39.596,48828
804,1,32.020,16053
804,2,32.901,8437
804,3,33.979,12973
804,4,35.092,17048
804,5,36.083,21600
804,6,37.228,30611
804,7,38.364,39776
804,8,39.539,51727
805,1,32.184,16698
805,2,33.031,8390
805,3,34.111,13147
805,4,35.193,17275
805,5,36.208,22182
805,6,37.337,30470
805,7,38.515,39976
805,8,39.720,50816
806,1,32.357,14714
806,2,33.242,7882
806,3,34.302,11794
806,4,35.403,15290
806,5,36.391,19282
806,6,37.501,26820
806,7,38.643,35516
806,8,39.934,45245
807,1,32.426,14246
807,2,33.335,7781
807,3,34.413,11409
807,4,35.533,14926
807,5,36.579,18965
807,6,37.711,26268
807,7,38.877,34417
807,8,40.035,43301
808,1,32.578,13226
808,2,33.502,7467
808,3,34.583,10887
808,4,35.723,14500
808,5,36.728,17863
808,6,37.916,25405
808,7,39.080,32585
808,8,40.192,41481
809,1,32.687,12247
809,2,33.633,7063
809,3,34.667,10180
809,4,35.839,13828
809,5,36.877,17616
809,6,38.036,24112
809,7,39.229,31694
809,8,40.321,39265
810,1,32.812,11551
810,2,33.681,6517
810,3,34.712,10002
810,4,35.858,13337
810,5,36.866,16782
810,6,38.019,23413
810,7,39.179,30249
810,8,40.362,38733
811,1,32.887,11535
811,2,33.747,6458
811,3,34.804,10011
811,4,35.955,13428
811,5,36.902,16493
811,6,38.044,23507
811,7,39.258,30870
811,8,40.424,38155
812,1,33.111,9671
812,2,33.994,5494
812,3,35.050,8278
812,4,36.162,10876
812,5,37.170,13919
812,6,38.362,20066
812,7,39.542,25699
812,8,40.695,33453
813,1,33.216,8922
813,2,34.109,5147
813,3,35.172,7490
813,4,36.311,9855
813,5,37.329,12942
813,6,38.508,18119
813,7,39.714,24220
813,8,40.867,30915
814,1,33.254,8725
814,2,34.184,4887
814,3,35.250,7273
814,4,36.420,9807
814,5,37.400,12279
814,6,38.547,17505
814,7,39.738,22982
814,8,40.899,29741
815,1,33.306,8397
815,2,34.227,4674
815,3,35.304,6851
815,4,36.442,9253
815,5,37.431,11942
815,6,38.639,17201
815,7,39.823,22092
815,8,40.949,27445
816,1,33.325,8173
816,2,34.282,4378
816,3,35.357,6517
816,4,36.540,8653
816,5,37.540,10812
816,6,38.748,15490
816,7,39.994,20245
816,8,41.175,25435
817,1,33.468,16872
817,2,34.437,7131
817,3,35.556,10765
817,4,36.753,13501
817,5,37.733,15806
817,6,38.921,21103
817,7,40.160,25519
817,8,41.262,29278
818,1,33.668,11119
818,2,34.612,5542
818,3,35.787,7804
818,4,37.052,9714
818,5,38.107,11249
818,6,39.343,14674
818,7,40.587,17750
818,8,41.652,20564
819,1,33.576,11438
819,2,34.519,5647
819,3,35.698,8223
819,4,36.938,10030
819,5,38.011,11726
819,6,39.257,15268
819,7,40.505,18459
819,8,41.554,21740
820,1,33.547,11845
820,2,34.486,5884
820,3,35.644,8267
820,4,36.893,10199
820,5,37.966,11927
820,6,39.205,15404
820,7,40.457,18814
820,8,41.528,21933
821,1,33.363,12304
821,2,34.323,5977
821,3,35.465,8560
821,4,36.690,10629
821,5,37.759,12529
821,6,39.003,16270
821,7,40.266,19764
821,8,41.381,23515
822,1,33.147,12942
822,2,34.096,6278
822,3,35.252,8700
822,4,36.511,10915
822,5,37.585,12809
822,6,38.828,16778
822,7,40.050,19985
822,8,41.172,24116
823,1,33.054,12841
823,2,33.987,6254
823,3,35.148,8890
823,4,36.392,11057
823,5,37.504,13385
823,6,38.755,17139
823,7,40.016,20870
823,8,41.134,24692
824,1,32.937,13021
824,2,33.896,6543
824,3,35.054,8991
824,4,36.307,11242
824,5,37.396,13433
824,6,38.662,17633
824,7,39.941,21297
824,8,41.043,24858
825,1,32.897,12822
825,2,33.880,6335
825,3,35.013,8732
825,4,36.280,11170
825,5,37.350,13043
825,6,38.646,17048
825,7,39.926,21136
825,8,41.062,24902
826,1,32.925,12781
826,2,33.907,6246
826,3,35.031,8599
826,4,36.258,10920
826,5,37.348,13140
826,6,38.633,17441
826,7,39.900,21203
826,8,41.077,25094
827,1,32.817,13164
827,2,33.832,6342
827,3,34.982,8868
827,4,36.235,11222
827,5,37.325,13400
827,6,38.625,17608
827,7,39.917,21701
827,8,41.067,25365
828,1,32.755,13571
828,2,33.788,6473
828,3,34.947,8991
828,4,36.206,11275
828,5,37.289,13397
828,6,38.568,17680
828,7,39.851,21727
828,8,41.032,25895
829,1,32.640,13620
829,2,33.690,6608
829,3,34.867,9148
829,4,36.144,11455
829,5,37.229,13662
829,6,38.520,17986
829,7,39.840,21859
829,8,41.021,26072
830,1,32.533,13934
830,2,33.616,6791
830,3,34.799,9297
830,4,36.055,11775
830,5,37.152,13799
830,6,38.433,18209
830,7,39.761,22496
830,8,40.905,26598
831,1,32.449,13683
831,2,33.533,6590
831,3,34.738,9187
831,4,35.979,11333
831,5,37.058,13606
831,6,38.364,18371
831,7,39.702,22638
831,8,40.872,26360
832,1,32.489,13533
832,2,33.555,6568
832,3,34.747,9104
832,4,35.998,11359
832,5,37.053,13510
832,6,38.363,17911
832,7,39.670,21932
832,8,40.882,26046
833,1,32.465,13341
833,2,33.557,6485
833,3,34.750,9074
833,4,35.969,11351
833,5,37.070,13624
833,6,38.338,17986
833,7,39.677,21964
833,8,40.863,26006
834,1,32.482,13523
834,2,33.568,6728
834,3,34.740,9248
834,4,35.978,11220
834,5,37.083,13492
834,6,38.377,17775
834,7,39.689,21825
834,8,40.906,25734
835,1,32.505,13426
835,2,33.610,6601
835,3,34.781,8932
835,4,36.046,11189
835,5,37.144,13209
835,6,38.436,17488
835,7,39.766,21367
835,8,40.938,25258
836,1,32.521,13480
836,2,33.630,6606
836,3,34.828,8980
836,4,36.096,10939
836,5,37.189,13050
836,6,38.449,17212
836,7,39.784,21450
836,8,41.016,25121
837,1,32.562,13483
837,2,33.654,6682
837,3,34.861,9066
837,4,36.104,11023
837,5,37.202,13025
837,6,38.482,17338
837,7,39.798,20839
837,8,41.044,24292
838,1,32.649,13405
838,2,33.718,6508
838,3,34.920,9032
838,4,36.196,11037
838,5,37.262,12770
838,6,38.585,16811
838,7,39.892,20645
838,8,41.098,23653
839,1,32.780,13206
839,2,33.827,6517
839,3,35.067,8990
839,4,36.351,10749
839,5,37.457,12623
839,6,38.757,16412
839,7,40.074,20120
839,8,41.228,23626
840,1,32.871,12891
840,2,33.914,6402
840,3,35.130,8863
840,4,36.419,10586
840,5,37.527,12422
840,6,38.836,16208
840,7,40.162,19623
840,8,41.334,22818
841,1,32.943,12811
841,2,33.983,6528
841,3,35.190,8962
841,4,36.490,10778
841,5,37.560,12255
841,6,38.897,16502
841,7,40.187,19877
841,8,41.369,23261
842,1,33.116,12157
842,2,34.159,6150
842,3,35.375,8475
842,4,36.656,10049
842,5,37.757,11911
842,6,39.059,15899
842,7,40.345,18910
842,8,41.535,22384
843,1,33.461,10632
843,2,34.389,5768
843,3,35.595,8330
843,4,36.834,9846
843,5,37.933,11925
843,6,39.261,16021
843,7,40.535,20016
843,8,41.730,23762
844,1,34.275,8852
844,2,35.151,5384
844,3,36.314,7641
844,4,37.505,9579
844,5,38.563,11522
844,6,39.900,15363
844,7,41.163,18747
844,8,42.354,22289
845,1,35.306,6936
845,2,36.177,4688
845,3,37.284,6512
845,4,38.443,7874
845,5,39.494,9558
845,6,40.730,12817
845,7,41.971,15469
845,8,43.197,18347
846,1,36.542,5253
846,2,37.373,3907
846,3,38.426,5482
846,4,39.538,6660
846,5,40.504,7826
846,6,41.708,10639
846,7,42.967,12537
846,8,44.242,14906
847,1,38.212,3546
847,2,39.019,2939
847,3,40.000,4173
847,4,41.010,5222
847,5,41.980,6335
847,6,43.152,7948
847,7,44.227,9381
847,8,45.588,11415
848,1,41.139,1480
848,2,41.716,1658
848,3,42.534,2501
848,4,43.389,3301
848,5,44.203,4012
848,6,45.214,5234
848,7,46.257,6373
848,8,47.756,7429
849,1,50.094,603
849,2,50.563,621
849,3,51.075,757
849,4,51.719,968
849,5,52.342,1284
849,6,53.313,1696
849,7,54.047,1874
849,8,55.094,2417
850,1,37.502,10064
850,2,38.426,4246
850,3,39.581,6225
850,4,40.758,7863
850,5,41.976,9274
850,6,43.451,12210
850,7,44.936,14294
850,8,46.441,16431
851,1,36.584,11111
851,2,37.694,4429
851,3,39.059,5807
851,4,40.488,6898
851,5,41.903,7814
851,6,43.563,9400
851,7,45.286,10828
851,8,46.844,11703
852,1,37.203,6979
852,2,38.547,1795
852,3,39.893,2309
852,4,41.360,2783
852,5,42.595,2819
852,6,44.286,3541
852,7,46.052,3827
852,8,47.563,3760
853,1,37.200,6968
853,2,38.542,1774
853,3,39.876,2266
853,4,41.335,2732
853,5,42.557,2758
853,6,44.240,3485
853,7,45.999,3777
853,8,47.502,3718
854,1,37.058,7503
854,2,38.379,2012
854,3,39.695,2578
854,4,41.142,3184
854,5,42.347,3257
854,6,44.013,4192
854,7,45.751,4623
854,8,47.251,4729
855,1,36.380,9791
855,2,37.649,2718
855,3,38.954,3630
855,4,40.400,4516
855,5,41.656,4803
855,6,43.308,5878
855,7,45.052,6637
855,8,46.583,6771
856,1,36.132,9922
856,2,37.394,2736
856,3,38.710,3691
856,4,40.167,4543
856,5,41.432,4899
856,6,43.099,6047
856,7,44.854,6876
856,8,46.383,7016
857,1,35.927,10029
857,2,37.234,2821
857,3,38.534,3764
857,4,40.003,4708
857,5,41.257,4948
857,6,42.910,6326
857,7,44.636,6977
857,8,46.134,7136
858,1,35.741,10063
858,2,37.038,2842
858,3,38.350,3845
858,4,39.815,4774
858,5,41.090,5209
858,6,42.751,6392
858,7,44.488,7125
858,8,46.015,7434
859,1,35.682,10003
859,2,36.952,2737
859,3,38.272,3709
859,4,39.736,4600
859,5,40.975,4921
859,6,42.658,6301
859,7,44.391,7045
859,8,45.924,7325
860,1,35.257,8793
860,2,36.304,3358
860,3,37.508,5255
860,4,38.834,6838
860,5,40.090,8409
860,6,41.673,10753
860,7,43.333,12365
860,8,44.944,14211
861,1,38.944,3785
861,2,39.715,2260
861,3,40.799,3677
861,4,42.081,4767
861,5,43.335,5896
861,6,44.689,7051
861,7,46.221,8819
861,8,47.764,10013
862,1,51.392,840
862,2,52.433,718
862,3,53.401,890
862,4,54.684,1033
862,5,55.827,1104
862,6,56.734,1230
862,7,58.220,1523
862,8,59.635,1610
863,1,43.254,3368
863,2,44.218,1473
863,3,45.456,1968
863,4,46.925,2351
863,5,48.243,2513
863,6,49.831,3049
863,7,51.456,3451
863,8,53.068,3796
864,1,43.948,1709
864,2,45.328,792
864,3,46.806,925
864,4,48.369,1010
864,5,49.712,1054
864,6,51.354,1200
864,7,53.085,1261
864,8,54.612,1246
865,1,43.240,2417
865,2,44.498,1017
865,3,45.912,1319
865,4,47.367,1492
865,5,48.702,1651
865,6,50.256,1910
865,7,51.890,2105
865,8,53.376,2235
866,1,40.728,4956
866,2,41.842,1857
866,3,43.072,2416
866,4,44.575,3128
866,5,45.897,3322
866,6,47.471,4065
866,7,49.103,4490
866,8,50.722,5070
867,1,39.559,5825
867,2,40.705,2113
867,3,42.095,2910
867,4,43.546,3469
867,5,44.934,3977
867,6,46.503,4744
867,7,48.216,5468
867,8,49.737,5767
868,1,39.512,4837
868,2,40.701,1757
868,3,42.080,2397
868,4,43.585,2886
868,5,44.868,3124
868,6,46.551,3898
868,7,48.188,4267
868,8,49.747,4615
869,1,38.898,4551
869,2,39.821,2466
869,3,41.083,3763
869,4,42.468,4792
869,5,43.820,5812
869,6,45.326,6977
869,7,46.960,8381
869,8,48.563,9369
870,1,51.119,773
870,2,51.960,735
870,3,52.839,807
870,4,53.921,922
870,5,55.197,1041
870,6,56.329,1100
870,7,57.835,1314
870,8,59.378,1438
871,1,44.905,2138
871,2,45.491,1155
871,3,46.742,1695
871,4,47.935,2000
871,5,49.082,2288
871,6,50.487,2846
871,7,51.916,3261
871,8,53.463,3869
872,1,42.835,3142
872,2,43.761,1490
872,3,45.107,2019
872,4,46.580,2269
872,5,47.791,2490
872,6,49.379,3092
872,7,51.115,3625
872,8,52.596,3920
873,1,41.577,3721
873,2,42.719,1451
873,3,44.044,1892
873,4,45.456,2229
873,5,46.726,2476
873,6,48.320,3040
873,7,49.982,3418
873,8,51.578,3789
874,1,40.053,5128
874,2,41.099,1993
874,3,42.399,2779
874,4,43.806,3260
874,5,45.064,3573
874,6,46.672,4605
874,7,48.272,5088
874,8,50.105,5491
875,1,39.719,5157
875,2,40.840,1906
875,3,42.113,2516
875,4,43.587,3212
875,5,44.862,3447
875,6,46.389,4286
875,7,48.087,5005
875,8,49.665,5327
876,1,38.804,4360
876,2,39.784,2526
876,3,41.036,3767
876,4,42.322,4735
876,5,43.540,5491
876,6,45.063,6971
876,7,46.657,8290
876,8,48.445,9114
877,1,42.694,2194
877,2,43.611,1626
877,3,44.493,2144
877,4,45.429,2634
877,5,46.379,3232
877,6,47.630,3952
877,7,48.880,4963
877,8,51.451,5534
878,1,38.322,8765
878,2,39.221,3389
878,3,40.393,4734
878,4,41.771,6078
878,5,43.154,6936
878,6,44.611,8313
878,7,46.236,10025
878,8,47.782,11170
879,1,39.089,4742
879,2,40.322,1469
879,3,41.696,1912
879,4,43.149,2181
879,5,44.390,2299
879,6,46.135,2888
879,7,47.935,3157
879,8,49.397,3166
880,1,38.705,5581
880,2,39.913,1717
880,3,41.309,2293
880,4,42.787,2634
880,5,44.081,2809
880,6,45.817,3393
880,7,47.630,3718
880,8,49.103,3731
881,1,38.122,6737
881,2,39.372,2119
881,3,40.750,2800
881,4,42.219,3229
881,5,43.485,3480
881,6,45.224,4346
881,7,47.029,4846
881,8,48.535,5049
882,1,37.569,7568
882,2,38.743,2300
882,3,40.140,3210
882,4,41.586,3722
882,5,42.860,4085
882,6,44.560,5204
882,7,46.354,5899
882,8,47.835,6103
883,1,37.105,6170
883,2,38.265,2457
883,3,39.622,3463
883,4,41.029,4238
883,5,42.336,4840
883,6,43.978,6128
883,7,45.668,7124
883,8,47.200,8043
884,1,37.858,4701
884,2,38.817,2930
884,3,39.914,4257
884,4,41.180,5711
884,5,42.454,6950
884,6,43.870,8808
884,7,45.441,10899
884,8,46.954,12456
885,1,52.077,1102
885,2,52.900,649
885,3,53.888,778
885,4,54.961,885
885,5,55.916,957
885,6,57.177,1093
885,7,58.767,1273
885,8,60.147,1342
886,1,44.234,2403
886,2,44.987,1131
886,3,45.919,1459
886,4,47.102,1903
886,5,48.280,2330
886,6,49.470,2782
886,7,51.014,3708
886,8,52.583,4356
887,1,41.135,3639
887,2,41.943,1642
887,3,42.951,2389
887,4,44.189,3250
887,5,45.524,4187
887,6,46.943,5278
887,7,48.617,6688
887,8,50.258,7422
888,1,39.696,3821
888,2,40.520,1935
888,3,41.580,3049
888,4,42.798,4233
888,5,44.233,5701
888,6,45.668,6864
888,7,47.390,8962
888,8,49.111,9870
889,1,38.891,4989
889,2,39.741,2396
889,3,40.764,3547
889,4,41.979,5113
889,5,43.340,6853
889,6,44.728,8275
889,7,46.390,10602
889,8,48.092,12096
890,1,36.961,7790
890,2,37.811,3209
890,3,38.834,5038
890,4,40.105,7506
890,5,41.525,10231
890,6,42.985,12719
890,7,44.708,16033
890,8,46.472,18371
891,1,35.444,10235
891,2,36.212,4196
891,3,37.247,6918
891,4,38.515,10488
891,5,39.996,14372
891,6,41.472,17954
891,7,43.183,22380
891,8,44.962,25544
892,1,34.362,10848
892,2,35.245,5267
892,3,36.267,8227
892,4,37.592,12808
892,5,39.018,17253
892,6,40.525,21997
892,7,42.254,27531
892,8,44.070,31394
893,1,34.084,10651
893,2,34.975,5125
893,3,35.998,8374
893,4,37.359,13529
893,5,38.804,18114
893,6,40.276,22878
893,7,42.015,29059
893,8,43.841,33420
894,1,33.664,13388
894,2,34.539,5675
894,3,35.517,9491
894,4,36.818,14838
894,5,38.252,20116
894,6,39.767,26128
894,7,41.482,32696
894,8,43.305,37802
895,1,32.885,15387
895,2,33.732,6864
895,3,34.740,11177
895,4,36.061,17556
895,5,37.505,24216
895,6,39.007,30632
895,7,40.732,38699
895,8,42.552,44560
896,1,32.254,17070
896,2,33.104,7506
896,3,34.152,12844
896,4,35.444,19970
896,5,36.920,27800
896,6,38.437,35586
896,7,40.161,44272
896,8,41.981,50940
897,1,31.800,18903
897,2,32.656,8328
897,3,33.640,13880
897,4,34.934,22346
897,5,36.446,31641
897,6,37.928,39085
897,7,39.670,49732
897,8,41.490,56889
898,1,31.629,18883
898,2,32.458,8593
898,3,33.446,14220
898,4,34.787,23537
898,5,36.245,31987
898,6,37.750,41095
898,7,39.493,51492
898,8,41.314,58813
899,1,31.609,18143
899,2,32.480,8549
899,3,33.462,13868
899,4,34.768,22816
899,5,36.232,31513
899,6,37.722,40313
899,7,39.443,51051
899,8,41.285,59750
900,1,31.712,18744
900,2,32.567,8445
900,3,33.544,13775
900,4,34.863,22495
900,5,36.303,31056
900,6,37.790,39690
900,7,39.497,50443
900,8,41.302,58398
901,1,31.570,19102
901,2,32.426,8546
901,3,33.417,14216
901,4,34.705,22725
901,5,36.120,31444
901,6,37.602,40919
901,7,39.289,52178
901,8,41.142,60276
902,1,31.577,19490
902,2,32.417,8523
902,3,33.391,14240
902,4,34.691,23396
902,5,36.114,32015
902,6,37.597,41465
902,7,39.322,52931
902,8,41.123,60750
903,1,31.697,17624
903,2,32.556,8357
903,3,33.540,13450
903,4,34.834,22156
903,5,36.257,30634
903,6,37.740,39348
903,7,39.491,51031
903,8,41.294,58121
904,1,32.143,16396
904,2,32.990,7315
904,3,33.955,12026
904,4,35.236,20019
904,5,36.658,27902
904,6,38.139,36266
904,7,39.871,46122
904,8,41.678,53432
905,1,32.071,17722
905,2,32.969,7805
905,3,33.954,12703
905,4,35.217,19969
905,5,36.645,28061
905,6,38.091,35660
905,7,39.761,46023
905,8,41.556,54112
906,1,31.750,18506
906,2,32.583,8065
906,3,33.568,13362
906,4,34.887,22195
906,5,36.292,30202
906,6,37.797,39837
906,7,39.516,50501
906,8,41.298,57357
907,1,31.868,16607
907,2,32.709,7572
907,3,33.718,12930
907,4,34.985,21165
907,5,36.444,29819
907,6,37.920,37827
907,7,39.640,48693
907,8,41.439,56050
908,1,32.294,15542
908,2,33.159,7159
908,3,34.158,12016
908,4,35.423,19040
908,5,36.822,26738
908,6,38.297,34496
908,7,40.004,44289
908,8,41.791,50867
909,1,32.619,14233
909,2,33.454,6493
909,3,34.481,11019
909,4,35.737,17619
909,5,37.157,24649
909,6,38.609,31341
909,7,40.299,40576
909,8,42.088,47700
910,1,33.061,13657
910,2,33.883,6064
910,3,34.882,10069
910,4,36.146,16066
910,5,37.556,22551
910,6,39.015,29049
910,7,40.676,37034
910,8,42.439,43574
911,1,33.145,13836
911,2,33.997,6341
911,3,34.988,10354
911,4,36.254,16168
911,5,37.690,22285
911,6,39.163,28896
911,7,40.876,36782
911,8,42.630,41914
912,1,32.870,14097
912,2,33.792,6767
912,3,34.802,10680
912,4,36.062,16801
912,5,37.447,22704
912,6,38.904,29755
912,7,40.545,37668
912,8,42.340,45246
913,1,32.655,16018
913,2,33.537,6911
913,3,34.526,11269
913,4,35.841,18274
913,5,37.249,24624
913,6,38.730,31947
913,7,40.441,40713
913,8,42.217,46451
914,1,32.752,14077
914,2,33.557,6549
914,3,34.554,11146
914,4,35.852,17917
914,5,37.290,24811
914,6,38.768,31662
914,7,40.483,40348
914,8,42.277,46712
915,1,32.983,14156
915,2,33.866,6688
915,3,34.826,10285
915,4,36.044,16468
915,5,37.494,23419
915,6,38.962,29833
915,7,40.660,37795
915,8,42.441,43883
916,1,33.065,13112
916,2,33.979,5972
916,3,34.936,9570
916,4,36.252,16253
916,5,37.643,21771
916,6,39.111,28919
916,7,40.812,36943
916,8,42.589,42666
917,1,33.041,14099
917,2,33.891,6280
917,3,34.870,10325
917,4,36.193,16737
917,5,37.624,22738
917,6,39.080,28989
917,7,40.768,37061
917,8,42.537,43081
918,1,33.232,12740
918,2,34.098,5975
918,3,35.090,9757
918,4,36.347,15354
918,5,37.743,21416
918,6,39.189,27611
918,7,40.888,35894
918,8,42.734,41591
919,1,33.576,13168
919,2,34.390,5758
919,3,35.384,9465
919,4,36.611,14514
919,5,37.991,20294
919,6,39.480,26505
919,7,41.111,33045
919,8,42.874,39532
920,1,33.148,15624
920,2,33.973,6415
920,3,34.938,10328
920,4,36.220,16436
920,5,37.647,22771
920,6,39.072,28552
920,7,40.732,36694
920,8,42.517,43212
921,1,32.699,15521
921,2,33.538,6951
921,3,34.516,11204
921,4,35.798,17914
921,5,37.250,25291
921,6,38.713,31718
921,7,40.411,40718
921,8,42.198,47008
922,1,32.389,15793
922,2,33.238,7254
922,3,34.228,11879
922,4,35.544,19150
922,5,36.978,26700
922,6,38.471,34362
922,7,40.178,43015
922,8,41.964,49930
923,1,32.459,16381
923,2,33.308,7452
923,3,34.312,11834
923,4,35.635,19267
923,5,37.013,25458
923,6,38.484,33333
923,7,40.180,42392
923,8,41.968,49509
924,1,32.059,18247
924,2,32.901,7813
924,3,33.879,12800
924,4,35.230,21391
924,5,36.681,28949
924,6,38.171,36623
924,7,39.892,46220
924,8,41.707,53658
925,1,31.838,17407
925,2,32.690,8070
925,3,33.661,13009
925,4,34.988,21965
925,5,36.492,30858
925,6,37.999,38514
925,7,39.722,48165
925,8,41.566,55252
926,1,32.051,16895
926,2,32.943,8115
926,3,33.931,13098
926,4,35.231,20919
926,5,36.709,29141
926,6,38.215,36886
926,7,39.958,46688
926,8,41.792,52962
927,1,32.066,16967
927,2,32.896,7719
927,3,33.887,12820
927,4,35.222,21174
927,5,36.672,28874
927,6,38.214,37568
927,7,39.948,46366
927,8,41.749,52468
928,1,31.961,17719
928,2,32.802,7938
928,3,33.776,13181
928,4,35.092,21724
928,5,36.525,29278
928,6,38.020,37736
928,7,39.730,48073
928,8,41.506,55266
929,1,31.076,25500
929,2,31.950,10131
929,3,32.939,16745
929,4,34.257,26812
929,5,35.713,36255
929,6,37.253,46687
929,7,38.958,58069
929,8,40.752,66918
930,1,29.911,29476
930,2,30.771,12145
930,3,31.806,21043
930,4,33.137,33782
930,5,34.622,47240
930,6,36.146,60224
930,7,37.919,75993
930,8,39.746,85436
931,1,29.372,33268
931,2,30.291,14320
931,3,31.261,22901
931,4,32.569,38876
931,5,34.066,54214
931,6,35.598,68532
931,7,37.381,86570
931,8,39.218,97089
932,1,28.778,34849
932,2,29.665,14923
932,3,30.699,26509
932,4,32.037,43999
932,5,33.562,60936
932,6,35.120,77193
932,7,36.904,95877
932,8,38.768,108050
933,1,28.372,38630
933,2,29.266,16469
933,3,30.279,28798
933,4,31.624,48639
933,5,33.146,67571
933,6,34.708,85264
933,7,36.493,106240
933,8,38.356,120273
934,1,27.923,44418
934,2,28.823,19255
934,3,29.831,32186
934,4,31.190,54361
934,5,32.685,74213
934,6,34.273,95131
934,7,36.061,117960
934,8,37.918,132031
935,1,27.281,46811
935,2,28.183,20741
935,3,29.249,36913
935,4,30.599,61322
935,5,32.134,85697
935,6,33.696,107505
935,7,35.512,134986
935,8,37.387,150787
936,1,26.970,49728
936,2,27.871,21578
936,3,28.925,39087
936,4,30.274,65644
936,5,31.814,92394
936,6,33.395,116183
936,7,35.210,144837
936,8,37.081,161427
937,1,26.741,51405
937,2,27.683,23381
937,3,28.740,40976
937,4,30.062,67825
937,5,31.607,96556
937,6,33.177,120777
937,7,34.979,150736
937,8,36.867,169540
938,1,26.539,54975
938,2,27.457,23747
938,3,28.519,42394
938,4,29.862,71239
938,5,31.396,100515
938,6,32.981,127911
938,7,34.772,158056
938,8,36.657,178326
939,1,26.109,59855
939,2,27.021,26050
939,3,28.075,46666
939,4,29.429,79725
939,5,30.956,110796
939,6,32.540,141632
939,7,34.347,175410
939,8,36.238,196789
940,1,25.756,64428
940,2,26.691,28629
940,3,27.742,51165
940,4,29.088,86590
940,5,30.621,120218
940,6,32.206,153198
940,7,34.019,189898
940,8,35.910,213011
941,1,25.569,64603
941,2,26.530,29813
941,3,27.587,52220
941,4,28.967,90339
941,5,30.505,124190
941,6,32.102,157815
941,7,33.931,195118
941,8,35.821,217420
942,1,25.554,65019
942,2,26.456,29287
942,3,27.526,53331
942,4,28.870,89646
942,5,30.430,127506
942,6,32.032,160007
942,7,33.862,198004
942,8,35.765,221821
943,1,25.554,65675
943,2,26.465,29674
943,3,27.537,53944
943,4,28.884,90123
943,5,30.437,127838
943,6,32.026,160607
943,7,33.852,198229
943,8,35.752,222719
944,1,25.457,67417
944,2,26.373,29395
944,3,27.446,54135
944,4,28.806,92026
944,5,30.352,128599
944,6,31.958,163393
944,7,33.778,201300
944,8,35.680,226343
945,1,25.585,64629
945,2,26.475,28990
945,3,27.528,52878
945,4,28.865,88671
945,5,30.397,125381
945,6,32.010,160884
945,7,33.830,198549
945,8,35.726,222330
946,1,25.398,68352
946,2,26.333,31315
946,3,27.416,55328
946,4,28.749,92021
946,5,30.293,129700
946,6,31.891,165103
946,7,33.716,205176
946,8,35.609,228419
947,1,25.434,65033
947,2,26.347,29212
947,3,27.414,53384
947,4,28.749,90889
947,5,30.299,129345
947,6,31.886,163620
947,7,33.711,203675
947,8,35.614,228437
948,1,25.454,67177
948,2,26.393,30072
948,3,27.450,53558
948,4,28.797,90405
948,5,30.318,127433
948,6,31.922,163309
948,7,33.743,202541
948,8,35.634,227740
949,1,25.457,64340
949,2,26.393,29730
949,3,27.457,53725
949,4,28.791,90613
949,5,30.329,128072
949,6,31.910,161724
949,7,33.735,202320
949,8,35.633,227241
950,1,25.351,68360
950,2,26.259,29822
950,3,27.325,54905
950,4,28.670,93988
950,5,30.197,131570
950,6,31.798,168794
950,7,33.625,208698
950,8,35.528,233190
951,1,25.373,68674
951,2,26.308,30310
951,3,27.367,54532
951,4,28.705,91898
951,5,30.244,129673
951,6,31.842,165738
951,7,33.663,206153
951,8,35.560,230952
952,1,25.320,67941
952,2,26.238,30407
952,3,27.273,54715
952,4,28.612,93046
952,5,30.165,134278
952,6,31.756,169412
952,7,33.572,210088
952,8,35.478,236438
953,1,25.276,69773
